"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"SCOTT LAUGHTON","","C","29","L","PHI","78","18","25","43","0.55","43","45","0","9","01:45","37.3","18:17","170","-8","50","3","$2.75M","$3.00M","$3.00M"
"JESPERI KOTKANIEMI","","C","23","L","CAR","82","18","25","43","0.52","43","43","2","11","01:50","35.6","14:44","129","10","50","7","$4.00M","$4.82M","$4.82M"
"ANDREW MANGIAPANE","","R","27","L","CGY","82","17","26","43","0.52","43","43","1","4","02:05","40.2","16:49","182","12","40","2","$5.80M","$5.80M","$5.80M"
"K'ANDRE MILLER","","D","23","L","NYR","79","9","34","43","0.54","43","45","2","3","00:32","10.9","21:57","113","12","47","2","$0.93M","$0.93M","$1.28M"
"MASON MCTAVISH","","C","20","L","ANA","80","17","26","43","0.54","43","44","1","14","02:32","54.8","15:22","161","-19","44","2","$0.93M","$0.89M","$3.39M"
"ERIK HAULA","","C","32","L","N.J","80","14","28","42","0.53","42","43","0","7","01:10","26.9","16:38","164","13","47","3","$2.50M","$2.38M","$2.38M"
"TONY DEANGELO","","D","27","R","CAR","70","11","31","42","0.60","42","49","1","19","03:09","65.4","22:04","174","-27","73","1","$5.00M","$5.00M","$5.00M"
"MORITZ SEIDER","","D","22","R","DET","82","5","37","42","0.51","42","42","1","15","03:06","58.0","23:09","140","-11","40","1","$0.83M","$0.86M","$1.71M"
"ERIK GUSTAFSSON","","D","31","L","NYR","70","7","35","42","0.60","42","49","2","14","02:15","44.2","19:46","122","9","23","1","$0.80M","$0.80M","$0.80M"
"FILIP FORSBERG","","L","29","R","NSH","50","19","23","42","0.84","42","69","2","13","03:06","59.8","17:28","157","-4","20","7","$10.00M","$8.50M","$8.50M"
"NINO NIEDERREITER","","R","31","L","WPG","78","24","17","41","0.53","41","43","2","7","02:31","45.5","16:17","181","-13","22","1","$4.00M","$4.00M","$4.00M"
"KRIS LETANG","","D","36","R","PIT","64","12","29","41","0.64","41","53","3","21","03:39","68.5","24:51","161","-13","30","5","$8.00M","$6.10M","$6.10M"
"MORGAN RIELLY","","D","29","L","TOR","65","4","37","41","0.63","41","52","1","17","03:01","64.2","21:42","126","-9","21","7","$8.00M","$7.50M","$7.50M"
"GUSTAV FORSLING","","D","27","L","FLA","82","13","28","41","0.50","41","41","3","5","01:23","23.8","23:26","211","18","40","1","$2.50M","$2.67M","$2.67M"
"MIKAEL GRANLUND","","C","31","L","S.J","79","10","31","41","0.52","41","43","1","12","02:40","49.0","17:50","121","-15","20","2","$5.00M","$5.00M","$5.00M"
"SHAYNE GOSTISBEHERE","","D","30","L","DET","75","13","28","41","0.55","41","45","2","15","02:46","55.7","20:49","155","-5","32","1","$3.25M","$4.50M","$4.50M"
"GABRIEL VILARDI","","R","24","R","WPG","63","23","18","41","0.65","41","53","6","9","02:58","54.9","15:36","122","10","18","2","$0.83M","$0.83M","$0.83M"
"FRANK VATRANO","","L","29","L","ANA","81","22","19","41","0.51","41","42","1","9","01:38","35.6","16:41","231","-28","66","2","$3.65M","$3.65M","$3.65M"
"WYATT JOHNSTON","","C","20","R","DAL","82","24","17","41","0.50","41","41","3","7","01:39","33.1","15:29","160","6","20","2","$0.93M","$0.89M","$1.00M"
"THOMAS CHABOT","","D","26","L","OTT","68","11","30","41","0.60","41","49","0","20","03:46","62.5","24:58","165","-11","52","5","$4.00M","$8.00M","$8.00M"
"SHEA THEODORE","","D","28","L","VGK","55","8","33","41","0.75","41","61","2","9","02:19","53.0","21:26","138","16","18","2","$5.20M","$5.20M","$5.20M"
"RYAN STROME","","R","30","R","ANA","82","15","26","41","0.50","41","41","2","4","02:09","46.5","17:02","130","-31","79","4","$5.00M","$5.00M","$5.00M"
"EVAN BOUCHARD","","D","23","R","EDM","82","8","32","40","0.49","40","40","2","13","02:16","46.0","18:31","156","6","28","2","$0.83M","$0.86M","$1.60M"
"KAAPO KAKKO","","R","22","L","NYR","82","18","22","40","0.49","40","40","2","3","00:53","18.2","15:18","125","12","8","1","$1.80M","$2.10M","$2.10M"
"VICTOR OLOFSSON","","R","28","L","BUF","75","28","12","40","0.53","40","44","5","12","02:30","46.2","14:21","161","-23","4","1","$4.75M","$4.75M","$4.75M"
"SAM BENNETT","","C","27","L","FLA","63","16","24","40","0.63","40","52","3","9","02:06","35.1","17:24","192","5","54","2","$3.43M","$4.43M","$4.43M"
"ANDREAS ATHANASIOU","","R","29","L","CHI","81","20","20","40","0.49","40","40","4","7","01:55","39.5","16:00","175","-29","34","2","$3.00M","$3.00M","$3.00M"
"ANTHONY BEAUVILLIER","","R","26","L","VAN","82","18","22","40","0.49","40","40","5","4","01:56","38.3","16:16","176","-10","24","1","$4.15M","$4.15M","$4.15M"
"JEAN-GABRIEL PAGEAU","","C","30","R","NYI","70","13","27","40","0.57","40","47","2","8","02:23","50.9","17:37","123","-2","14","3","$4.50M","$5.00M","$5.00M"
"JADEN SCHWARTZ","","L","31","L","SEA","71","21","19","40","0.56","40","46","2","8","02:21","46.7","17:25","167","-17","22","3","$6.00M","$5.50M","$5.50M"
"SETH JARVIS","","R","21","R","CAR","82","14","25","39","0.48","39","39","0","5","02:03","39.8","16:12","187","10","12","1","$0.93M","$0.89M","$1.39M"
"CALLE JARNKROK","","L","32","R","TOR","73","20","19","39","0.53","39","44","2","4","01:10","24.2","14:23","106","10","14","3","$2.10M","$2.10M","$2.10M"
"EVAN RODRIGUES","","R","30","R","FLA","69","16","23","39","0.57","39","46","2","11","01:55","37.6","17:51","184","8","30","4","$2.00M","$2.00M","$2.00M"
"ANDRE BURAKOVSKY","","R","28","L","SEA","49","13","26","39","0.80","39","65","3","14","02:35","53.5","16:33","105","-9","14","4","$6.25M","$5.50M","$5.50M"
"ALEXIS LAFRENIERE","","R","22","L","NYR","81","16","23","39","0.48","39","39","2","4","01:23","28.2","15:13","135","10","33","2","$0.93M","$0.93M","$3.78M"
"FILIP HRONEK","","D","25","R","VAN","64","9","30","39","0.61","39","50","1","16","02:26","42.6","21:42","124","6","34","1","$4.50M","$4.40M","$4.40M"
"JOEL FARABEE","","L","23","L","PHI","82","15","24","39","0.48","39","39","1","2","01:58","41.9","17:01","145","-1","41","5","$3.00M","$5.00M","$5.00M"
"KENT JOHNSON","","L","21","L","CBJ","79","16","23","39","0.49","39","40","3","11","01:46","38.8","14:31","126","-18","14","1","$0.93M","$0.93M","$1.85M"
"NOAH HANIFIN","","D","26","L","CGY","81","7","31","38","0.47","38","38","0","8","02:03","39.3","22:39","176","2","33","1","$4.95M","$4.95M","$4.95M"
"SEAN DURZI","","D","24","R","ARI","72","9","29","38","0.53","38","43","1","16","02:06","39.8","19:47","110","-12","50","1","$1.40M","$1.70M","$1.70M"
"MARK STONE","","R","31","R","VGK","43","17","21","38","0.88","38","72","1","9","02:43","61.3","19:23","113","11","10","4","$8.00M","$9.50M","$9.50M"
"ADAM HENRIQUE","","L","33","L","ANA","62","22","16","38","0.61","38","50","1","10","02:33","54.4","18:11","132","-8","22","1","$5.83M","$5.83M","$5.83M"
"NIKOLAJ EHLERS","","L","27","L","WPG","45","12","26","38","0.84","38","69","0","12","02:53","47.6","15:40","132","-2","11","2","$4.75M","$6.00M","$6.00M"
"AARON EKBLAD","","D","27","R","FLA","71","14","24","38","0.54","38","44","2","19","03:21","59.1","23:24","218","-15","68","2","$6.00M","$7.50M","$7.50M"
"BRADY SKJEI","","D","29","L","CAR","81","18","20","38","0.47","38","38","3","7","00:56","18.4","21:49","188","7","40","1","$5.40M","$5.25M","$5.25M"
"BLAKE COLEMAN","","L","31","L","CGY","82","18","20","38","0.46","38","38","2","0","00:06","1.8","15:12","188","9","54","4","$4.90M","$4.90M","$4.90M"
"NOAH CATES","","C","24","L","PHI","82","13","25","38","0.46","38","38","5","8","01:50","39.3","17:46","107","3","12","2","$0.93M","$0.93M","$1.14M"
"KIRBY DACH","","C","22","R","MTL","58","14","24","38","0.66","38","54","2","16","03:25","63.7","18:30","107","-2","43","3","$2.50M","$3.36M","$3.36M"
"FREDERICK GAUDREAU","","R","30","R","MIN","82","19","19","38","0.46","38","38","3","4","01:11","24.0","16:03","138","10","10","5","$1.40M","$1.20M","$1.20M"
"ALEX WENNBERG","","C","29","L","SEA","82","13","25","38","0.46","38","38","3","9","02:17","45.6","18:42","101","-7","20","1","$5.00M","$4.50M","$4.50M"
"TEUVO TERAVAINEN","","C","29","L","CAR","68","12","25","37","0.54","37","45","2","11","02:21","46.4","16:55","144","11","16","1","$4.75M","$5.40M","$5.40M"
"SAMUEL GIRARD","","D","25","L","COL","76","6","31","37","0.49","37","40","1","8","01:13","23.2","21:30","119","-10","16","4","$5.00M","$5.00M","$5.00M"
"CONOR SHEARY","","L","31","L","T.B","82","15","22","37","0.45","37","37","1","7","01:07","22.9","15:46","154","8","22","3","$1.75M","$1.50M","$1.50M"
"RYAN HARTMAN","","C","29","R","MIN","59","15","22","37","0.63","37","51","6","4","01:18","26.1","16:18","149","7","90","4","$2.00M","$1.70M","$1.70M"
"TAYLOR RADDYSH","","R","25","R","CHI","78","20","17","37","0.47","37","39","1","15","03:06","62.8","16:34","129","-28","16","1","$0.75M","$0.76M","$0.76M"
"JACK QUINN","","R","22","R","BUF","75","14","23","37","0.49","37","40","2","6","01:39","31.6","13:51","126","-7","15","2","$0.93M","$0.86M","$1.71M"
"BRANDON SAAD","","L","30","L","STL","71","19","18","37","0.52","37","43","1","4","01:52","38.4","16:39","127","-8","12","3","$4.50M","$4.50M","$4.50M"
"SETH JONES","","D","29","R","CHI","72","12","25","37","0.51","37","42","1","12","03:18","68.0","24:27","178","-38","30","7","$10.00M","$9.50M","$9.50M"
"COLE CAUFIELD","","L","22","R","MTL","46","26","10","36","0.78","36","64","3","10","03:16","61.4","18:03","158","-10","2","7","$0.93M","$0.88M","$1.31M"
"ALEX IAFALLO","","L","29","L","WPG","59","14","22","36","0.61","36","50","5","8","01:39","32.3","16:18","133","14","20","2","$4.40M","$4.00M","$4.00M"
"DMITRY ORLOV","","D","32","L","CAR","66","7","29","36","0.55","36","45","2","8","01:29","29.1","22:33","124","12","22","2","$3.30M","$5.10M","$5.10M"
"PHIL KESSEL","","R","36","R","","82","14","22","36","0.44","72","36","0","9","01:27","34.4","12:49","149","-7","30","0","$1.50M","$1.50M","$1.50M"
"TAYLOR HALL","","L","31","L","CHI","61","16","20","36","0.59","36","48","5","8","02:14","42.8","15:56","150","11","24","2","$7.00M","$6.00M","$6.00M"
"STEFAN NOESEN","","L","30","R","CAR","78","13","23","36","0.46","36","38","4","15","02:42","53.1","12:20","134","11","32","1","$0.75M","$0.76M","$0.76M"
"SHANE PINTO","","C","22","R","OTT","82","20","15","35","0.43","35","35","2","9","02:03","33.7","15:59","158","-20","18","0","$0.93M","$0.93M","$1.33M"
"BRANDON TANEV","","L","31","L","SEA","82","16","19","35","0.43","35","35","3","0","00:04","1.2","14:13","115","21","44","2","$3.50M","$3.50M","$3.50M"
"CODY GLASS","","C","24","R","NSH","72","14","21","35","0.49","35","40","2","9","02:16","45.7","14:46","131","9","20","2","$0.87M","$0.87M","$0.87M"
"OWEN POWER","","D","20","L","BUF","79","4","31","35","0.44","35","36","1","8","01:58","36.4","23:48","130","10","24","7","$0.93M","$0.92M","$1.85M"
"ADAM LOWRY","","C","30","L","WPG","82","13","22","35","0.43","35","35","2","2","01:23","25.2","15:39","126","4","48","3","$3.25M","$3.25M","$3.25M"
"RASMUS SANDIN","","D","23","L","WSH","71","7","28","35","0.49","35","40","0","11","01:56","40.6","19:20","81","3","39","1","$1.20M","$1.40M","$1.40M"
"T.J. OSHIE","","R","36","R","WSH","58","19","16","35","0.60","35","49","2","11","03:09","67.1","16:43","126","-18","59","2","$4.50M","$5.75M","$5.75M"
"JORDAN STAAL","","C","35","L","CAR","81","17","17","34","0.42","34","34","3","0","00:15","4.9","16:16","124","7","32","4","$6.00M","$6.00M","$6.00M"
"ZACH PARISE","","L","39","L","","82","21","13","34","0.41","68","34","2","4","01:25","30.6","16:09","182","8","24","2","$0.75M","$0.75M","$1.50M"
"MIKE HOFFMAN","","R","33","L","S.J","67","14","20","34","0.51","34","42","3","10","02:35","52.8","15:40","148","-10","28","1","$5.00M","$4.50M","$4.50M"
"JARED SPURGEON","","D","33","R","MIN","79","11","23","34","0.43","34","35","3","4","01:14","24.6","21:49","149","32","14","4","$6.00M","$7.58M","$7.58M"
"BLAKE LIZOTTE","","C","25","L","L.A","81","11","23","34","0.42","34","34","1","0","00:04","1.2","12:57","108","11","70","1","$1.68M","$1.68M","$1.68M"
"JORDAN MARTINOOK","","L","31","L","CAR","82","13","21","34","0.41","34","34","3","0","00:06","1.9","15:38","162","7","61","1","$1.80M","$1.80M","$1.80M"
"TRAVIS BOYD","","R","30","R","ARI","82","15","19","34","0.41","34","34","3","10","02:19","47.7","16:32","94","-32","26","1","$1.50M","$1.75M","$1.75M"
"KASPERI KAPANEN","","R","27","R","STL","66","15","19","34","0.52","34","42","5","6","01:25","25.4","13:41","116","-8","18","1","$3.20M","$3.20M","$3.20M"
"MIKE MATHESON","","D","29","L","MTL","48","8","26","34","0.71","34","58","2","9","03:11","63.8","24:27","126","7","33","3","$4.00M","$4.88M","$4.88M"
"JUUSO VALIMAKI","","D","25","L","ARI","78","4","30","34","0.44","34","36","1","12","01:45","36.4","18:11","93","-10","59","1","$2.00M","$1.55M","$1.55M"
"JUSTIN SCHULTZ","","D","33","R","SEA","73","7","27","34","0.47","34","38","4","13","02:15","43.9","17:47","98","4","40","1","$3.00M","$3.00M","$3.00M"
"JAKOB CHYCHRUN","","D","25","L","OTT","48","9","24","33","0.69","33","56","0","8","02:48","55.3","22:42","144","7","30","2","$4.00M","$4.60M","$4.60M"
"KEVIN LABANC","","R","27","R","S.J","72","15","18","33","0.46","33","38","0","3","01:18","28.2","14:20","129","-17","36","1","$5.88M","$4.73M","$4.73M"
"ANTON LUNDELL","","C","22","L","FLA","73","12","21","33","0.45","33","37","1","5","01:40","28.6","16:22","153","0","43","1","$0.93M","$0.93M","$1.78M"
"KYLE PALMIERI","","R","32","R","NYI","55","16","17","33","0.60","33","49","3","5","02:18","50.1","17:06","121","13","24","2","$5.00M","$5.00M","$5.00M"
"SONNY MILANO","","L","27","L","WSH","64","11","22","33","0.52","33","42","3","5","00:47","16.2","12:54","80","-5","18","3","$0.75M","$0.75M","$0.75M"
"EVGENII DADONOV","","R","34","L","DAL","73","7","26","33","0.45","33","37","0","8","01:41","31.1","14:43","110","-8","18","2","$6.50M","$5.00M","$5.00M"
"JOHN KLINGBERG","","D","31","R","TOR","67","10","23","33","0.49","33","40","3","10","02:29","52.6","20:37","112","-25","34","1","$7.00M","$7.00M","$7.00M"
"NEAL PIONK","","D","28","R","WPG","82","10","23","33","0.40","33","33","2","3","01:56","35.2","21:56","142","-12","44","2","$6.50M","$5.88M","$5.88M"
"ADAM LARSSON","","D","30","R","SEA","82","8","25","33","0.40","33","33","2","0","00:10","3.5","23:38","143","27","47","2","$3.50M","$4.00M","$4.00M"
"TYLER JOHNSON","","L","33","R","CHI","56","12","20","32","0.57","32","47","0","9","02:33","55.3","16:34","125","-21","16","1","$3.75M","$5.00M","$5.00M"
"MATTIAS EKHOLM","","D","33","L","EDM","78","9","23","32","0.41","32","34","0","4","01:16","25.3","21:28","135","28","28","3","$5.50M","$6.25M","$6.25M"
"JOSH ANDERSON","","R","29","R","MTL","69","21","11","32","0.46","32","38","5","4","01:42","34.0","16:58","164","-8","72","4","$7.00M","$5.50M","$5.50M"
"ROSS COLTON","","C","27","L","COL","81","16","16","32","0.40","32","32","3","9","01:16","23.5","12:21","153","-8","50","4","$1.25M","$1.13M","$1.13M"
"TOREY KRUG","","D","32","L","STL","63","7","25","32","0.51","32","42","1","14","02:46","56.6","18:35","126","-26","49","4","$8.00M","$6.50M","$6.50M"
"ALEX KERFOOT","","R","29","L","ARI","82","10","22","32","0.39","32","32","1","3","00:40","13.7","14:37","133","9","30","2","$2.70M","$3.50M","$3.50M"
"NICHOLAS PAUL","","C","28","L","T.B","80","17","15","32","0.40","32","33","4","4","01:12","22.0","16:10","120","11","33","6","$4.15M","$3.15M","$3.15M"
"DAMON SEVERSON","","D","29","R","CBJ","81","7","25","32","0.40","32","32","2","4","01:21","30.8","19:57","102","9","38","7","$5.10M","$4.17M","$4.17M"
"JJ PETERKA","","L","21","L","BUF","77","12","20","32","0.42","32","34","1","5","01:25","26.9","13:39","125","-15","26","2","$0.84M","$0.86M","$0.89M"
"JAKE SANDERSON","","D","21","L","OTT","77","4","28","32","0.42","32","34","0","17","02:28","40.2","21:55","132","-6","12","7","$0.93M","$0.93M","$1.85M"
"EELI TOLVANEN","","L","24","L","SEA","61","18","13","31","0.51","31","42","4","7","02:17","43.8","14:31","116","8","14","1","$1.45M","$1.45M","$1.45M"
"MACKENZIE WEEGAR","","D","29","R","CGY","81","4","27","31","0.38","31","31","1","3","00:58","18.7","21:06","160","15","43","7","$4.75M","$3.25M","$3.25M"
"JONATHAN TOEWS","","C","35","L","","53","15","16","31","0.58","79","48","1","12","02:53","61.7","17:43","87","-31","43","0","$6.90M","$10.50M","$10.50M"
"JEFF PETRY","","D","35","R","DET","61","5","26","31","0.51","31","42","0","9","02:20","42.0","22:21","113","2","24","2","$7.50M","$6.25M","$6.25M"
"TRENT FREDERIC","","R","25","L","BOS","79","17","14","31","0.39","31","32","6","0","00:04","1.2","11:55","120","28","57","2","$1.15M","$1.05M","$1.05M"
"BARCLAY GOODROW","","L","30","L","NYR","82","11","20","31","0.38","31","31","2","2","00:16","5.4","14:10","89","3","58","4","$3.00M","$3.64M","$3.64M"
"MASON MARCHMENT","","L","28","L","DAL","68","12","19","31","0.46","31","37","2","5","01:35","32.8","15:42","148","-6","80","3","$6.00M","$4.50M","$4.50M"
"J.J. MOSER","","D","23","L","ARI","82","7","24","31","0.38","31","31","1","11","02:08","43.9","21:03","93","-12","35","1","$0.89M","$0.89M","$0.93M"
"ALEX NEWHOOK","","L","22","L","MTL","82","14","16","30","0.37","30","30","3","2","01:22","26.0","13:57","116","0","22","4","$0.93M","$0.91M","$1.49M"
"RYAN O'REILLY","","C","32","L","NSH","53","16","14","30","0.57","30","46","4","5","01:50","38.1","17:56","102","-21","16","4","$6.00M","$7.50M","$7.50M"
"YEGOR SHARANGOVICH","","C","25","L","CGY","75","13","17","30","0.40","30","33","2","0","00:05","2.0","14:25","131","-3","16","2","$2.20M","$2.00M","$2.00M"
"COLTON SISSONS","","C","29","R","NSH","82","12","18","30","0.37","30","30","1","2","00:40","13.4","15:50","87","-4","20","3","$2.78M","$2.86M","$2.86M"
"JASON DICKINSON","","C","28","L","CHI","78","9","21","30","0.38","30","32","1","1","00:39","13.5","15:56","114","-29","28","1","$2.70M","$2.65M","$2.65M"
"JACOB TROUBA","","D","29","R","NYR","82","8","22","30","0.37","30","30","2","5","01:07","22.9","21:12","199","7","63","3","$6.00M","$8.00M","$8.00M"
"TYLER BERTUZZI","","L","28","L","TOR","50","8","22","30","0.60","30","49","0","10","02:50","50.8","16:29","107","-8","29","1","$5.25M","$4.75M","$4.75M"
"BRETT PESCE","","D","28","R","CAR","82","5","25","30","0.37","30","30","2","4","01:05","21.0","22:01","144","11","43","1","$4.03M","$4.03M","$4.03M"
"PIERRE ENGVALL","","L","27","L","NYI","76","17","13","30","0.39","30","32","4","3","00:59","20.6","13:38","131","8","31","7","$2.25M","$2.25M","$2.25M"
"NICOLAS ROY","","C","26","R","VGK","65","14","16","30","0.46","30","38","5","6","01:47","41.6","16:18","101","10","24","4","$3.50M","$3.00M","$3.00M"
"COLE PERFETTI","","C","21","L","WPG","51","8","22","30","0.59","30","48","0","5","01:41","32.5","14:58","90","11","16","1","$0.93M","$0.89M","$1.63M"
"ERIC STAAL","","C","38","L","","72","14","15","29","0.40","62","33","1","0","00:17","4.9","14:14","106","-5","26","0","$0.75M","$0.75M","$0.75M"
"JAMES VAN RIEMSDYK","","L","34","L","BOS","61","12","17","29","0.48","29","39","1","4","02:11","48.7","15:21","119","-3","28","1","$5.00M","$7.00M","$7.00M"
"NICK JENSEN","","D","33","R","WSH","77","5","24","29","0.38","29","31","0","0","00:02","0.6","20:37","109","-1","18","3","$2.00M","$2.50M","$2.50M"
"JESPER FAST","","R","31","R","CAR","80","10","19","29","0.36","29","30","1","0","00:16","5.0","14:44","76","9","16","2","$3.00M","$2.00M","$2.00M"
"JONATHAN DROUIN","","R","28","L","COL","58","2","27","29","0.50","29","41","0","9","02:02","45.5","14:54","69","-18","18","1","$5.50M","$5.50M","$5.50M"
"NICK BJUGSTAD","","C","31","R","ARI","78","17","12","29","0.37","29","30","1","1","00:35","12.2","16:12","145","13","34","2","$0.90M","$0.90M","$0.90M"
"ANTHONY CIRELLI","","C","26","L","T.B","58","11","18","29","0.50","29","41","1","2","00:34","11.0","16:34","111","13","33","7","$7.20M","$4.80M","$4.80M"
"JOHN CARLSON","","D","33","R","WSH","40","9","20","29","0.73","29","59","0","12","03:58","76.0","23:23","124","-7","12","3","$6.00M","$8.00M","$8.00M"
"CALEN ADDISON","","D","23","R","MIN","62","3","26","29","0.47","29","38","1","18","03:29","71.2","16:07","77","-17","22","1","$0.75M","$0.80M","$0.91M"
"JEFF CARTER","","R","38","R","PIT","79","13","16","29","0.37","29","30","2","9","01:33","27.4","13:42","139","-16","30","1","$3.25M","$3.13M","$3.13M"
"TREVOR MOORE","","L","28","L","L.A","59","10","19","29","0.49","29","40","1","7","01:58","37.4","16:59","163","-1","14","5","$2.25M","$1.88M","$1.88M"
"MICHAEL RASMUSSEN","","L","24","L","DET","56","10","19","29","0.52","29","42","0","1","00:31","8.8","15:06","88","2","43","1","$1.48M","$1.46M","$1.46M"
"WARREN FOEGELE","","L","27","L","EDM","67","13","15","28","0.42","28","34","4","0","00:28","9.6","12:42","126","7","28","1","$2.90M","$2.75M","$2.75M"
"MORGAN GEEKIE","","R","25","R","BOS","69","9","19","28","0.41","28","33","3","1","00:05","1.5","10:27","81","14","24","2","$1.40M","$1.40M","$1.40M"
"DYLAN DEMELO","","D","30","R","WPG","75","5","23","28","0.37","28","31","0","0","00:07","2.2","19:34","92","10","50","1","$3.00M","$3.00M","$3.00M"
"TY DELLANDREA","","R","23","R","DAL","82","9","19","28","0.34","28","28","2","0","00:02","0.7","14:12","92","9","54","1","$0.83M","$0.86M","$1.40M"
"ILYA MIKHEYEV","","L","29","L","VAN","46","13","15","28","0.61","28","50","2","3","01:29","27.3","16:55","91","3","2","3","$4.35M","$4.75M","$4.75M"
"CHRISTIAN DVORAK","","C","27","L","MTL","64","10","18","28","0.44","28","36","1","3","01:51","35.2","16:52","88","-12","6","2","$3.45M","$4.45M","$4.45M"
"KYLE OKPOSO","","R","35","R","BUF","75","11","17","28","0.37","28","31","3","4","00:49","15.6","14:40","150","-7","34","1","$4.00M","$6.00M","$6.00M"
"EVANDER KANE","","L","32","L","EDM","41","16","12","28","0.68","28","56","3","2","01:30","31.1","18:42","146","-4","53","3","$6.25M","$5.13M","$5.13M"
"RYAN JOHANSEN","","C","31","R","COL","55","12","16","28","0.51","28","42","1","10","03:10","60.4","15:46","86","-13","32","2","$8.00M","$8.00M","$8.00M"
"SAM STEEL","","L","25","L","DAL","65","10","18","28","0.43","28","35","2","3","00:49","16.0","14:58","85","11","18","1","$0.83M","$0.83M","$0.83M"
"ARTHUR KALIYEV","","R","22","L","L.A","56","13","15","28","0.50","28","41","1","12","02:07","40.6","11:41","122","-5","12","1","$0.93M","$0.89M","$1.04M"
"OSKAR SUNDQVIST","","C","29","R","STL","67","10","18","28","0.42","28","34","0","8","01:57","35.9","13:52","69","-4","28","1","$3.00M","$2.75M","$2.75M"
"JONATAN BERGGREN","","L","23","L","DET","67","15","13","28","0.42","28","34","0","9","01:38","32.7","13:28","98","-15","16","1","$0.93M","$0.93M","$0.93M"
"COLTON PARAYKO","","D","30","R","STL","79","4","23","27","0.34","27","28","1","2","00:38","12.5","23:00","133","-19","30","7","$7.25M","$6.50M","$6.50M"
"IVAN PROVOROV","","D","26","L","CBJ","82","6","21","27","0.33","27","27","1","2","00:48","17.0","23:01","115","-17","24","2","$4.75M","$6.75M","$6.75M"
"JACCOB SLAVIN","","D","29","L","CAR","76","7","20","27","0.36","27","29","1","0","00:09","2.8","22:00","131","18","8","2","$5.50M","$5.30M","$5.30M"
"GUSTAV NYQUIST","","L","34","L","NSH","51","11","16","27","0.53","27","43","2","1","01:39","39.5","17:37","102","-9","16","2","$5.00M","$5.50M","$5.50M"
"MILES WOOD","","L","28","L","COL","76","13","14","27","0.36","27","29","2","3","01:07","25.9","12:06","167","1","76","6","$3.20M","$3.20M","$3.20M"
"KEVIN SHATTENKIRK","","D","34","R","BOS","75","4","23","27","0.36","27","30","0","8","01:50","39.8","19:18","145","-20","56","1","$4.95M","$3.90M","$3.90M"
"ANTHONY MANTHA","","R","29","L","WSH","67","11","16","27","0.40","27","33","2","2","00:54","17.6","14:13","119","-8","31","1","$6.50M","$5.70M","$5.70M"
"CHRISTIAN FISCHER","","R","26","R","DET","80","13","14","27","0.34","27","28","0","1","00:16","5.5","14:51","122","-7","20","1","$1.13M","$1.13M","$1.13M"
"MATT ROY","","D","28","R","L.A","82","9","18","27","0.33","27","27","2","0","00:03","1.0","18:47","135","8","22","1","$3.25M","$3.15M","$3.15M"
"DAVID KAMPF","","C","28","L","TOR","82","7","20","27","0.33","27","27","1","0","00:04","1.3","15:18","107","6","8","4","$1.60M","$1.50M","$1.50M"
"SAM LAFFERTY","","C","28","R","VAN","70","12","15","27","0.39","27","32","1","0","00:39","13.4","14:37","102","-11","37","1","$1.15M","$1.15M","$1.15M"
"MICHAEL AMADIO","","R","27","R","VGK","67","16","11","27","0.40","27","33","2","2","00:34","13.9","12:13","99","2","12","1","$0.75M","$0.76M","$0.76M"
"RYAN DONATO","","R","27","L","CHI","71","14","13","27","0.38","27","31","0","2","00:33","10.7","11:15","122","16","46","2","$1.20M","$1.20M","$1.20M"
"NICK COUSINS","","L","30","L","FLA","79","9","18","27","0.34","27","28","2","0","00:15","4.4","11:02","102","-3","38","1","$1.10M","$1.10M","$1.10M"
"NICK RITCHIE","","L","27","L","","74","13","13","26","0.35","55","29","2","10","02:18","45.2","13:33","120","-21","53","0","$3.30M","$2.50M","$2.50M"
"PEYTON KREBS","","R","22","L","BUF","74","9","17","26","0.35","26","29","0","3","00:59","17.7","13:50","78","-8","50","1","$0.83M","$0.86M","$1.28M"
"NICK FOLIGNO","","L","35","L","CHI","60","10","16","26","0.43","26","36","1","5","01:23","26.3","12:22","71","18","45","1","$3.80M","$3.80M","$3.80M"
"JAKOB SILFVERBERG","","R","33","R","ANA","81","10","16","26","0.32","26","26","2","7","01:42","36.8","15:11","140","-20","32","1","$5.25M","$5.25M","$5.25M"
"MATT GRZELCYK","","D","29","L","BOS","75","4","22","26","0.35","26","28","2","0","00:26","8.4","17:14","102","45","28","1","$4.25M","$3.69M","$3.69M"
"MICHAEL MCLEOD","","C","25","R","N.J","80","4","22","26","0.33","26","27","1","0","00:04","1.6","12:15","90","6","43","1","$1.00M","$0.98M","$0.98M"
"RYAN PULOCK","","D","29","R","NYI","82","5","21","26","0.32","26","26","1","5","01:03","22.5","20:54","126","9","14","7","$6.15M","$6.15M","$6.15M"
"NICO STURM","","C","28","L","S.J","74","14","12","26","0.35","26","29","1","0","00:45","16.0","14:44","119","-13","23","2","$2.00M","$2.00M","$2.00M"
"LOGAN O'CONNOR","","R","27","R","COL","82","9","17","26","0.32","26","26","0","0","00:03","0.9","14:12","104","11","37","2","$0.90M","$1.05M","$1.05M"
