"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"527","Ryan Lindgren","NYR","D","63","1020.6666666667","0","14","9","5","14","28.57","73","0.00","3.1","156","99","52","13","2","12","39","18","17","1","0","11","16","10","60","111","63","0","0","-"
"529","Julien Gauthier","NYR, OTT","R","57","483.9","9","5","3","2","14","73.68","53","16.98","5.16","93","73","58","26","6","8","6","3","3","0","0","14","10","13","105","43","13","3","5","37.50"
"560","Boris Katchouk","CHI","L","58","606.7","5","9","6","3","14","77.78","55","9.09","5.33","116","85","67","27","11","8","25","9","8","1","0","10","14","19","80","39","11","3","11","21.43"
"572","Nathan Bastian","N.J","R","43","429.56666666667","6","8","4","4","14","87.50","55","10.91","8.67","90","78","69","49","8","13","29","10","7","3","0","11","4","11","95","56","28","9","19","32.14"
"579","Troy Stecher","ARI, CGY","D","81","1120.1","3","11","7","4","14","42.42","81","3.70","3.36","173","106","54","11","0","10","36","15","13","2","0","10","33","16","59","101","64","0","0","-"
"591","Michael Pezzetta","MTL","L","63","553.15","7","7","7","0","14","53.85","67","10.45","6.29","111","84","65","32","2","12","77","25","16","9","0","20","17","4","236","46","25","7","10","41.18"
"599","Michael Eyssimont","S.J, T.B, WPG","C","54","613.15","5","9","4","5","14","50.00","113","4.42","12.15","198","162","114","61","17","17","59","21","17","3","1","20","13","26","104","97","17","11","20","35.48"
"611","Zach Aston-Reese","TOR","C","77","764.4","10","4","2","2","14","66.67","82","12.20","9.06","157","131","103","59","11","11","23","10","9","1","0","8","11","16","161","125","39","6","7","46.15"
"614","Mason Shaw","MIN","C","59","563.93333333333","6","8","3","5","14","87.50","81","7.41","5.3","134","100","50","23","10","7","79","20","11","7","2","18","14","13","83","82","20","12","11","52.17"
"634","Adam Ruzicka","CGY","C","44","429.55","4","10","6","4","14","77.78","52","7.69","5.01","95","72","59","17","3","9","8","4","4","0","0","5","9","12","26","40","7","78","86","47.56"
"709","Oliver Wahlstrom","NYI","R","35","381.18333333333","6","8","2","6","14","70.00","59","10.17","4.78","113","83","67","23","7","8","27","12","11","1","0","8","10","11","49","42","15","6","10","37.50"
"710","Martin Fehervary","WSH","D","67","1180.8","4","10","5","5","14","31.11","79","5.06","4.91","172","111","60","19","5","13","27","12","11","1","0","14","32","12","209","151","97","0","0","-"
"734","Rasmus Kupari","L.A","C","66","584.66666666667","3","11","7","4","14","63.64","45","6.67","4.98","87","67","50","26","6","9","12","6","6","0","0","8","10","13","77","73","30","202","176","53.44"
"738","Liam Foudy","CBJ","C","62","670.8","7","7","6","1","14","73.68","61","11.48","7.11","118","88","72","36","5","7","6","3","3","0","0","9","7","20","58","45","18","2","4","33.33"
"772","Jesse Ylonen","MTL","R","37","445.01666666667","5","9","3","6","14","93.33","38","13.16","3.31","70","47","34","13","1","4","0","0","0","0","0","3","20","10","13","44","28","3","3","50.00"
"808","Cam York","PHI","D","54","900.55","2","12","7","5","14","36.84","31","6.45","3.44","99","63","42","11","1","5","14","7","7","0","0","13","22","10","41","85","61","0","0","-"
"869","Jake Sanderson","OTT","D","77","1174.35","2","12","7","5","14","30.43","88","2.27","4.21","192","130","59","8","3","22","10","5","5","0","0","13","35","24","37","166","89","0","0","-"
"903","Nils Aman","VAN","C","68","760.91666666667","4","10","5","5","14","70.00","46","8.70","6.42","77","67","59","31","2","11","18","9","9","0","0","6","6","8","41","83","32","169","264","39.03"
"39","Derick Brassard","OTT","C","62","612.08333333333","8","5","4","1","13","54.17","65","12.31","6.74","108","88","70","36","4","9","24","12","12","0","0","8","17","14","88","27","9","113","116","49.34"
"49","Pat Maroon","T.B","L","80","814.95","5","8","4","4","13","59.09","62","8.06","9.32","120","97","83","48","13","12","150","37","20","12","5","21","18","26","171","110","11","2","10","16.67"
"67","Nick Holden","OTT","D","65","884.68333333333","2","11","5","6","13","41.94","67","2.99","2.96","142","93","36","6","4","10","8","4","4","0","0","3","24","8","71","86","51","0","0","-"
"87","TJ Brodie","TOR","D","58","1015.7333333333","2","11","3","8","13","29.55","51","3.92","2.4","93","67","28","6","2","11","12","6","6","0","0","11","33","23","40","99","84","0","0","-"
"187","Nick Seeler","PHI","D","77","1030.2","4","9","6","3","13","31.71","80","5.00","2.42","160","105","38","9","0","9","50","19","15","4","0","21","24","8","119","108","143","0","0","-"
"188","Sean Kuraly","CBJ","C","71","870.46666666667","6","7","5","2","13","56.52","87","6.90","8.61","158","124","82","37","2","19","56","24","23","0","1","13","16","27","184","60","36","428","446","48.97"
"268","Teddy Blueger","PIT, VGK","C","63","662.46666666667","3","10","8","2","13","68.42","74","4.05","8.75","113","93","71","46","1","11","20","6","5","0","1","8","15","20","67","47","37","226","190","54.33"
"289","Nate Schmidt","WPG","D","71","1069.4166666667","4","9","4","5","13","36.11","82","4.88","3.83","202","127","53","9","4","25","8","4","4","0","0","4","40","20","42","45","69","0","0","-"
"420","Jake Evans","MTL","C","54","607.13333333333","0","13","11","2","13","68.42","44","0.00","4.44","90","59","53","26","5","4","22","8","6","2","0","13","26","13","25","52","24","250","212","54.11"
"457","Brandon Carlo","BOS","D","75","1130.25","2","11","6","5","13","22.03","81","2.47","3.78","152","111","56","12","4","9","34","14","12","2","0","6","17","20","114","150","90","0","0","-"
"486","John Marino","N.J","D","64","1084.1666666667","1","12","10","2","13","29.55","60","1.67","3.31","132","81","42","9","11","15","18","9","9","0","0","6","33","34","40","112","58","0","0","-"
"506","Vladislav Gavrikov","CBJ, L.A","D","72","1262.3333333333","3","10","6","4","13","29.55","72","4.17","5.52","142","105","48","21","5","15","30","15","15","0","0","5","13","20","62","49","77","0","0","-"
"589","Axel Jonsson-Fjallby","WPG","L","50","470.13333333333","6","7","3","4","13","81.25","53","11.32","4.97","96","72","54","17","2","7","8","4","4","0","0","5","12","12","42","53","15","1","3","25.00"
"605","Mathieu Olivier","CBJ","R","66","720.6","5","8","6","2","13","61.90","73","6.85","8.91","134","105","79","52","5","18","81","27","18","9","0","17","8","16","177","61","52","1","10","9.09"
"612","Gavin Bayreuther","CBJ","D","51","741.03333333333","2","11","4","7","13","52.00","56","3.57","2.29","112","69","26","5","2","9","21","9","8","1","0","5","9","8","45","59","69","0","0","-"
"649","Henri Jokiharju","BUF","D","60","1095.0833333333","3","10","3","7","13","24.07","74","4.05","2.36","144","97","29","1","4","11","30","15","15","0","0","4","29","14","59","92","48","0","0","-"
"654","Timothy Liljegren","TOR","D","67","1026.9","5","8","4","4","13","26.00","78","6.41","3.21","139","99","45","7","1","6","28","13","13","0","0","5","34","8","89","140","79","0","0","-"
"664","Erik Brannstrom","OTT","D","74","985.83333333333","2","11","5","6","13","33.33","62","3.23","2.71","178","96","60","8","3","17","36","18","18","0","0","14","39","24","47","94","83","0","0","-"
"744","Adam Boqvist","CBJ","D","46","677.91666666667","5","8","4","4","13","39.39","44","11.36","2.36","87","62","40","7","2","4","6","3","3","0","0","8","22","10","21","42","39","0","0","-"
"762","Connor Dewar","MIN","C","81","736.61666666667","3","10","5","5","13","76.47","71","4.23","7.15","144","103","79","33","5","7","38","12","9","2","1","8","9","10","115","71","44","199","241","45.23"
"777","Rafael Harvey-Pinard","MTL","L","34","453.2","8","5","3","2","13","48.15","40","20.00","6.16","67","53","50","32","0","4","10","5","5","0","0","9","13","8","56","48","46","0","1","0.00"
"797","Bowen Byram","COL","D","42","790.56666666667","5","8","6","2","13","39.39","49","10.20","3.78","114","76","44","10","2","8","32","13","11","2","0","8","16","12","77","108","45","0","0","-"
"6","Corey Perry","T.B","R","81","762.4","6","6","4","2","12","52.17","80","7.50","10.01","145","120","98","57","20","9","87","22","11","9","2","23","23","28","45","69","24","0","0","-"
"75","Tyler Myers","VAN","D","78","1399.1166666667","1","11","6","5","12","21.43","93","1.08","4.44","206","130","65","10","4","6","64","28","26","2","0","4","43","20","81","89","109","0","0","-"
"109","Calvin de Haan","CAR","D","53","682.03333333333","2","10","4","6","12","40.00","50","4.00","3.1","151","100","47","10","4","11","20","10","10","0","0","3","17","15","79","70","47","0","0","-"
"114","Brayden McNabb","VGK","D","82","1408.4","1","11","6","5","12","20.00","86","1.16","4.14","214","127","54","7","1","22","37","14","11","3","0","12","25","33","175","154","143","0","0","-"
"172","Brendan Gallagher","MTL","R","37","442.45","8","4","4","0","12","63.16","85","9.41","8.14","157","111","88","40","4","18","37","13","11","1","1","12","16","5","18","32","13","5","10","33.33"
"202","Brett Ritchie","ARI, CGY","R","50","488.51666666667","8","4","1","3","12","66.67","68","11.76","5.57","111","89","53","22","1","4","25","11","10","1","0","12","18","10","77","62","9","2","2","50.00"
"246","Cody Ceci","EDM","D","80","1318.6666666667","1","11","4","7","12","21.82","82","1.22","3.9","183","116","54","12","8","17","22","11","11","0","0","3","32","16","121","140","81","0","0","-"
"390","Nicolas Aube-Kubel","TOR, WSH","R","53","587.06666666667","4","8","3","5","12","57.14","66","6.06","6.88","132","101","77","37","4","12","40","17","15","2","0","12","18","14","116","82","9","6","7","46.15"
"446","Erik Cernak","T.B","D","70","1088.9166666667","1","11","5","6","12","26.09","84","1.19","3.52","159","115","52","7","14","8","43","20","19","1","0","14","28","16","168","113","63","0","0","-"
"463","Ethan Bear","VAN","D","61","979.06666666667","2","10","5","5","12","29.27","69","2.90","3.44","140","96","35","9","2","12","21","9","8","1","0","8","24","16","37","95","65","0","0","-"
"475","Mathieu Joseph","OTT","R","56","594.8","0","12","8","4","12","46.15","49","0.00","4.7","98","71","54","25","3","7","24","12","12","0","0","15","16","18","77","64","17","3","4","42.86"
"507","Mason Appleton","WPG","C","41","538.85","3","9","4","5","12","57.14","61","4.92","5.42","98","82","51","28","2","12","8","4","4","0","0","10","9","9","41","58","8","1","5","16.67"
"511","Jalen Chatfield","CAR","D","78","1019.8","5","7","4","3","12","24.49","88","5.68","4.84","208","140","56","13","3","18","33","15","14","1","0","5","20","26","73","150","55","0","0","-"
"544","Brett Howden","VGK","C","54","654.46666666667","5","7","4","3","12","54.55","52","9.62","7.16","105","82","73","35","4","7","55","22","20","1","1","16","6","22","103","84","30","114","99","53.52"
"705","Zach Whitecloud","VGK","D","59","904.73333333333","5","7","4","3","12","30.00","64","7.81","3.49","139","88","37","8","0","7","37","13","11","1","1","6","22","23","85","136","79","0","0","-"
"747","Nils Lundkvist","DAL","D","60","866.38333333333","4","8","4","4","12","33.33","79","5.06","3.08","164","109","41","7","4","17","24","12","12","0","0","4","27","6","48","89","66","0","0","-"
"764","Pontus Holmberg","TOR","R","37","359.7","4","8","6","2","12","85.71","26","15.38","2.74","48","40","35","13","2","4","18","7","7","0","0","11","9","7","24","58","18","88","117","42.93"
"855","Cole Smith","NSH","L","69","717.95","3","9","8","1","12","66.67","52","5.77","7.42","99","80","74","41","3","8","58","20","14","6","0","20","14","21","189","112","17","0","1","0.00"
"872","Justin Barron","MTL","D","39","559.85","2","10","5","5","12","41.38","33","6.06","1.29","76","42","26","4","1","4","18","9","9","0","0","6","34","4","47","36","37","0","0","-"
"881","Luke Evangelista","NSH","R","24","301.06666666667","7","5","4","1","12","66.67","38","18.42","3.78","59","45","41","26","4","6","6","3","3","0","0","7","6","12","9","38","6","0","0","-"
"15","Alexander Edler","L.A","D","64","843.85","2","9","5","4","11","28.21","55","3.64","1.51","151","89","40","2","14","11","32","16","16","0","0","4","24","4","101","102","78","0","0","-"
"78","John Carlson","WSH","D","40","664.55","3","8","5","3","11","34.38","77","3.90","3.62","167","119","48","6","4","10","10","5","5","0","0","5","21","13","37","34","70","0","0","-"
"126","Nicolas Deslauriers","PHI","L","80","735.5","5","6","1","5","11","61.11","66","7.58","6.78","125","102","66","31","2","6","136","31","13","14","4","22","7","11","302","60","21","3","4","42.86"
"146","Jon Merrill","MIN","D","73","1007.2833333333","2","9","5","4","11","30.56","40","5.00","1.94","94","70","21","3","1","4","36","18","18","0","0","8","12","16","44","121","93","0","0","-"
"161","Erik Gudbranson","CBJ","D","70","1283.3166666667","1","10","4","6","11","27.50","92","1.09","3","204","130","45","5","1","17","51","21","18","3","0","10","31","11","109","111","106","0","0","-"
"183","Josh Archibald","PIT","R","62","505.06666666667","5","6","2","4","11","52.38","61","8.20","5.89","96","82","58","32","8","6","41","15","13","1","1","18","5","9","183","71","20","0","1","0.00"
"218","Joel Armia","MTL","R","43","496.36666666667","5","6","3","3","11","91.67","60","8.33","5.77","107","83","64","28","4","3","20","10","10","0","0","4","12","13","33","36","18","2","4","33.33"
"247","Tom Wilson","WSH","R","33","430.08333333333","5","6","4","2","11","55.00","52","9.62","5.22","92","69","45","24","2","11","60","20","15","4","1","14","7","10","90","40","21","3","5","37.50"
"341","Rasmus Ristolainen","PHI","D","74","1150.5666666667","1","10","4","6","11","25.58","69","1.45","2.42","140","96","24","4","4","10","30","15","15","0","0","6","38","19","139","148","96","0","0","-"
"359","Jordan Oesterle","DET","D","52","788.83333333333","2","9","3","6","11","44.00","54","3.70","2.73","104","75","35","4","1","7","19","8","7","1","0","6","18","4","41","58","65","0","0","-"
"360","Patrick Brown","OTT, PHI","C","61","605.16666666667","3","8","4","4","11","57.89","54","5.56","5.47","115","92","48","26","2","3","44","14","11","2","1","8","12","6","166","68","34","150","133","53.00"
"363","Pierre-Edouard Bellemare","T.B","L","73","650.71666666667","4","7","6","1","11","61.11","45","8.89","4.6","81","69","52","24","6","4","32","9","6","2","1","8","19","21","58","105","31","256","219","53.89"
"448","A.J. Greer","BOS","L","61","542.5","4","7","4","3","11","52.38","65","6.15","7.1","106","84","75","36","3","13","114","25","12","8","5","16","14","16","101","74","25","2","1","66.67"
"464","Caleb Jones","CHI","D","73","1204.3666666667","2","9","4","5","11","25.00","70","2.86","3.59","160","104","52","8","5","16","34","17","17","0","0","7","44","28","110","94","99","0","0","-"
"582","Rem Pitlick","MTL","C","46","515.9","3","8","6","2","11","78.57","25","12.00","4","50","44","39","19","5","3","20","10","10","0","0","10","27","10","20","25","17","23","32","41.82"
"626","Jaret Anderson-Dolan","L.A","C","46","456.21666666667","7","4","2","2","11","61.11","52","13.46","4.4","77","66","45","27","7","4","2","1","1","0","0","3","6","4","61","54","27","21","14","60.00"
"695","Sean Walker","L.A","D","70","921.66666666667","3","8","5","3","11","27.50","89","3.37","4.44","177","123","61","15","19","12","36","18","18","0","0","7","29","11","63","113","83","0","0","-"
"696","Mark Kastelic","OTT","C","65","525.66666666667","7","4","2","2","11","64.71","70","10.00","7.69","110","93","69","42","4","8","102","23","11","8","4","14","13","17","151","59","33","275","199","58.02"
"706","Kiefer Sherwood","NSH","L","32","380.25","6","5","3","2","11","57.89","48","12.50","5.84","87","66","48","24","2","8","28","11","9","2","0","7","13","17","102","25","14","6","4","60.00"
"759","Ilya Lyubushkin","BUF","D","68","865.86666666667","1","10","4","6","11","35.48","39","2.56","1.24","76","50","17","1","3","1","34","17","17","0","0","9","18","21","83","82","82","0","0","-"
"854","Drew O'Connor","PIT","L","46","421.35","5","6","3","3","11","73.33","62","8.06","6.83","119","91","67","36","6","11","12","6","6","0","0","6","17","14","62","63","13","16","21","43.24"
"910","Walker Duehr","CGY","R","27","268.31666666667","7","4","4","0","11","78.57","46","15.22","3.55","78","60","43","15","4","8","4","2","2","0","0","2","3","5","55","28","4","1","3","25.00"
"35","Cal Clutterbuck","NYI","R","49","500.16666666667","5","5","2","3","10","55.56","40","12.50","4.66","70","59","44","21","2","7","26","9","8","0","1","3","14","8","190","51","29","0","1","0.00"
"51","Sam Gagner","WPG","C","48","495.35","6","4","3","1","10","58.82","67","8.96","6.24","103","88","50","26","1","10","11","4","3","1","0","4","6","12","15","41","13","9","20","31.03"
"64","Alec Martinez","VGK","D","77","1285.8","1","9","3","6","10","15.87","68","1.47","3.38","184","106","50","10","1","15","29","13","12","1","0","6","29","27","44","138","194","0","0","-"
"83","Derek Stepan","CAR","C","73","607.46666666667","5","5","4","1","10","45.45","93","5.38","9.02","173","139","92","47","9","20","8","4","4","0","0","5","9","19","27","52","18","197","160","55.18"
"137","Chris Tanev","CGY","D","65","1061.9","1","9","4","5","10","22.22","64","1.56","1.64","149","88","23","2","1","12","21","9","8","1","0","7","27","18","44","126","79","0","0","-"
"151","Derek Forbort","BOS","D","54","764.78333333333","3","7","5","2","10","31.25","32","9.38","1.37","97","49","23","2","0","7","23","10","9","1","0","4","21","9","83","93","59","0","0","-"
"182","Josh Manson","COL","D","27","407.81666666667","2","8","6","2","10","43.48","41","4.88","1.74","70","50","23","10","4","8","40","17","15","2","0","10","12","16","57","25","37","0","0","-"
"206","Scott Harrington","ANA, S.J","D","45","700.81666666667","3","7","3","4","10","30.30","31","9.68","1.48","82","56","27","5","8","7","10","5","5","0","0","0","10","5","51","39","72","0","0","-"
"215","Jonas Brodin","MIN","D","60","1067.1333333333","2","8","1","7","10","23.81","81","2.47","2.93","163","114","37","6","5","7","30","15","15","0","0","7","20","22","41","95","87","0","0","-"
"237","Phillip Di Giuseppe","VAN","L","30","383.85","6","4","2","2","10","62.50","66","9.09","5.45","90","78","55","29","6","9","14","7","7","0","0","3","5","8","50","21","9","0","1","0.00"
"280","Vinnie Hinostroza","BUF","C","26","317.61666666667","2","8","4","4","10","71.43","37","5.41","2.7","74","54","35","6","1","3","6","3","3","0","0","6","7","7","1","23","7","1","3","25.00"
"284","Jaycob Megna","S.J, SEA","D","54","906.96666666667","1","9","4","5","10","22.22","54","1.85","2.85","121","75","35","7","10","13","19","8","7","1","0","5","25","11","78","75","54","0","0","-"
"285","Liam O'Brien","ARI","C","56","579.4","3","7","4","3","10","62.50","36","8.33","3.54","70","52","38","14","0","5","104","31","21","8","2","20","19","5","199","79","25","4","10","28.57"
"297","Saku Maenalanen","WPG","R","64","561.63333333333","4","6","2","4","10","71.43","55","7.27","6.2","100","82","52","30","7","8","14","7","7","0","0","10","16","14","111","58","19","1","2","33.33"
"354","Nathan Walker","STL","L","56","535.36666666667","2","8","4","4","10","43.48","39","5.13","3.18","72","53","43","17","2","8","23","7","4","3","0","13","5","6","80","54","33","88","74","54.32"
"374","Jakub Vrana","DET, STL","L","25","297.23333333333","6","4","3","1","10","71.43","44","13.64","4.57","79","64","50","17","6","8","10","5","5","0","0","2","9","9","13","11","6","1","2","33.33"
"443","Jordan Greenway","BUF, MIN","L","62","769.55","5","5","2","3","10","34.48","87","5.75","9.58","171","126","98","50","4","22","24","12","12","0","0","11","12","11","103","55","34","2","11","15.38"
"473","Jeremy Lauzon","NSH","D","67","942.88333333333","3","7","1","6","10","34.48","74","4.05","3.69","156","108","46","7","1","9","62","24","20","4","0","13","19","1","229","98","47","0","0","-"
"552","Andrew Peeke","CBJ","D","80","1408.1333333333","5","5","2","3","10","22.73","81","6.17","2.58","176","115","38","4","3","12","22","11","11","0","0","13","28","21","157","111","156","0","0","-"
"609","Zack MacEwen","L.A, PHI","C","56","608.13333333333","4","6","1","5","10","62.50","69","5.80","6.72","130","97","74","37","7","6","60","18","10","8","0","15","12","13","148","78","27","14","13","51.85"
"659","Ryan Poehling","PIT","C","53","483.71666666667","4","6","5","1","10","66.67","54","7.41","6.37","96","81","59","33","6","9","6","3","3","0","0","10","3","19","53","58","25","122","143","46.04"
"693","Sheldon Dries","VAN","C","63","597.16666666667","6","4","2","2","10","45.45","77","7.79","7.13","126","99","81","41","1","13","29","10","7","3","0","12","15","4","79","27","38","194","201","49.11"
"717","Isac Lundestrom","ANA","C","61","705.43333333333","3","7","3","4","10","50.00","55","5.45","6.1","96","74","65","35","3","9","2","1","1","0","0","5","12","19","18","35","36","249","278","47.25"
"932","Arber Xhekaj","MTL","D","51","713.73333333333","3","7","5","2","10","41.67","64","4.69","2.11","156","92","29","4","7","15","87","26","16","9","1","15","33","14","155","69","44","0","0","-"
"41","Nicklas Backstrom","WSH","C","39","487.95","1","8","5","3","9","64.29","36","2.78","5.49","73","50","48","27","2","14","10","5","5","0","0","2","18","16","23","24","19","234","223","51.20"
"179","Colin Blackwell","CHI","C","53","536.18333333333","2","7","6","1","9","64.29","44","4.55","4.19","87","62","44","18","3","5","4","2","2","0","0","15","14","12","47","43","14","16","13","55.17"
"220","Connor Murphy","CHI","D","80","1345.7333333333","4","5","3","2","9","20.93","77","5.19","2.74","165","102","38","9","3","13","67","26","21","5","0","21","32","23","151","119","124","0","0","-"
"228","Brad Hunt","COL","D","47","515.75","3","6","3","3","9","45.00","45","6.67","1.97","96","66","19","2","1","8","12","6","6","0","0","1","6","8","16","33","10","0","0","-"
"242","Mark Jankowski","NSH","C","50","514.05","4","5","3","2","9","75.00","52","7.69","5.19","97","74","63","31","3","6","18","8","8","0","0","5","12","12","43","41","24","160","112","58.82"
"260","Devin Shore","EDM","C","47","403.15","1","8","6","2","9","69.23","32","3.13","3.94","60","47","43","19","3","3","4","2","2","0","0","6","12","12","45","41","23","84","83","50.30"
"261","Jujhar Khaira","CHI","L","51","571.9","4","5","2","3","9","56.25","49","8.16","5.87","94","73","59","30","4","12","27","9","6","3","0","5","19","18","101","34","28","125","123","50.40"
"264","Chris Tierney","FLA, MTL","C","36","340.35","3","6","3","3","9","56.25","19","15.79","1.49","36","28","19","4","2","0","6","3","3","0","0","1","11","13","14","13","18","89","102","46.60"
"339","Sean Monahan","MTL","C","25","288.43333333333","3","6","5","1","9","75.00","36","8.33","3.67","59","47","37","16","4","3","4","2","2","0","0","1","11","15","9","23","6","121","103","54.02"
"386","Brendan Lemieux","L.A, PHI","L","45","441.05","2","7","5","2","9","60.00","43","4.65","4","78","57","42","21","4","8","69","23","17","5","1","12","5","6","128","54","14","7","7","50.00"
"520","Joey Anderson","CHI, TOR","R","38","398.78333333333","6","3","3","0","9","60.00","40","15.00","4.07","86","67","41","20","5","5","0","0","0","0","0","9","8","17","33","65","14","0","1","0.00"
"554","Dante Fabbro","NSH","D","79","1181.4","1","8","3","5","9","25.00","93","1.08","3.49","190","121","49","6","4","19","44","22","22","0","0","7","32","17","102","159","93","0","0","-"
"584","Brandon Duhaime","MIN","R","51","493.15","8","1","1","0","9","50.00","74","10.81","8.6","129","105","78","41","3","14","40","14","10","4","0","19","10","17","139","46","16","2","10","16.67"
"619","Conor Timmins","ARI, TOR","D","27","365.56666666667","2","7","3","4","9","47.37","15","13.33","0.55","45","21","11","0","0","2","8","4","4","0","0","2","14","6","23","40","18","0","0","-"
"718","Mattias Samuelsson","BUF","D","55","1026.0666666667","2","7","3","4","9","16.36","70","2.86","2.7","128","95","29","6","1","13","16","8","8","0","0","3","16","18","86","96","66","0","0","-"
"779","Simon Benoit","ANA","D","78","1233","3","6","1","5","9","22.50","74","4.05","3.91","164","111","45","7","2","17","56","21","18","2","1","8","31","6","197","96","88","0","0","-"
"792","Brett Leason","ANA","R","54","578.51666666667","6","3","2","1","9","69.23","50","12.00","5.47","100","77","54","22","5","5","14","7","7","0","0","8","8","9","34","60","18","2","4","33.33"
"802","Nils Hoglander","VAN","L","25","290.38333333333","3","6","4","2","9","69.23","28","10.71","2.8","56","39","33","9","3","2","6","3","3","0","0","6","9","8","21","23","7","1","1","50.00"
"819","Philip Tomasino","NSH","C","31","394.98333333333","1","8","7","1","9","69.23","37","2.70","3.67","74","57","51","15","3","8","6","3","3","0","0","12","10","8","28","34","15","9","6","60.00"
"830","Simon Holmstrom","NYI","R","50","534.15","6","3","1","2","9","64.29","38","15.79","4.34","75","57","57","17","1","12","0","0","0","0","0","4","13","21","9","32","21","0","3","0.00"
"858","Dylan Holloway","EDM","L","51","449.21666666667","3","6","2","4","9","52.94","39","7.69","4.73","76","61","50","26","7","6","23","9","8","1","0","14","17","11","83","61","16","17","28","37.78"
"875","Lukas Reichel","CHI","L","23","304.35","5","4","3","1","9","64.29","31","16.13","3.35","45","39","36","16","3","3","6","3","3","0","0","2","11","11","7","28","14","4","6","40.00"
"902","Yegor Chinakhov","CBJ","R","30","348.46666666667","3","6","1","5","9","64.29","36","8.33","2.98","71","57","36","12","3","3","8","3","3","0","0","2","10","19","27","11","15","0","2","0.00"
"920","Dylan Guenther","ARI","R","33","360.06666666667","2","7","2","5","9","90.00","40","5.00","3.05","81","55","44","11","3","4","10","5","5","0","0","1","10","9","18","37","11","2","2","50.00"
"85","Michael Stone","CGY","D","48","585.55","5","3","1","2","8","27.59","84","5.95","2.47","189","120","33","2","3","13","35","16","15","1","0","7","14","5","53","54","57","0","0","-"
"155","Austin Watson","OTT","L","75","598.86666666667","6","2","1","1","8","61.54","64","9.38","5.8","119","96","66","34","10","8","123","30","14","13","3","21","20","16","159","80","34","4","6","40.00"
"166","Jarred Tinordi","CHI","D","44","639.48333333333","2","6","2","4","8","50.00","30","6.67","1.22","75","50","17","3","3","5","31","11","8","3","0","12","18","11","125","64","50","0","0","-"
"203","Joel Edmundson","MTL","D","61","948.15","2","6","1","5","8","22.22","55","3.64","2.22","108","77","17","5","3","9","41","15","13","1","1","11","54","9","97","48","88","0","0","-"
"308","Anthony Duclair","FLA","L","20","258.38333333333","1","7","5","2","8","57.14","35","2.86","4.66","67","56","46","29","3","7","2","1","1","0","0","3","8","6","19","25","8","0","0","-"
"413","Anders Bjork","BUF, CHI","L","14","172.45","2","6","5","1","8","88.89","14","14.29","1.75","25","17","16","9","2","3","2","1","1","0","0","1","10","4","7","7","3","0","2","0.00"
"562","Riley Stillman","BUF, VAN","D","50","677.05","1","7","2","5","8","26.67","37","2.70","1.79","103","61","17","6","3","4","32","10","6","4","0","8","12","6","78","47","40","0","0","-"
"598","Dylan Gambrell","OTT","C","60","544.83333333333","4","4","3","1","8","53.33","43","9.30","4.33","82","60","51","23","2","6","23","10","9","1","0","2","13","10","59","69","38","123","141","46.59"
"620","Mario Ferraro","S.J","D","72","1253.7666666667","2","6","1","5","8","19.05","55","3.64","3.75","130","83","48","13","14","10","24","12","12","0","0","8","26","38","111","144","101","0","1","0.00"
"641","Jack Studnicka","BOS, VAN","C","48","473.51666666667","4","4","1","3","8","100.00","63","6.35","5.27","103","82","62","31","7","9","16","8","8","0","0","7","6","17","60","68","17","71","78","47.65"
"643","MacKenzie Entwistle","CHI","R","66","677","3","5","1","4","8","47.06","40","7.50","3.78","87","66","47","17","4","3","14","7","7","0","0","9","19","15","126","70","27","84","96","46.67"
"672","Jan Rutta","PIT","D","56","802.31666666667","3","5","0","5","8","28.57","63","4.76","2.02","138","88","28","2","4","9","30","15","15","0","0","5","21","10","63","92","54","0","0","-"
"673","Gustav Lindstrom","DET","D","36","502.33333333333","1","7","3","4","8","57.14","18","5.56","1.19","47","29","16","3","2","4","20","10","10","0","0","1","17","1","38","65","33","0","0","-"
"740","Kevin Bahl","N.J","D","42","548.45","2","6","2","4","8","33.33","27","7.41","1.63","79","47","30","1","13","6","33","11","9","1","1","3","11","6","59","49","35","0","0","-"
"827","Philip Broberg","EDM","D","46","523.61666666667","1","7","2","5","8","27.59","30","3.33","1.38","69","40","21","4","2","3","2","1","1","0","0","3","19","11","28","54","30","0","0","-"
"849","Elmer Soderblom","DET","L","21","226.48333333333","5","3","1","2","8","66.67","26","19.23","3.11","41","32","26","16","2","2","6","3","3","0","0","4","3","9","21","30","11","1","2","33.33"
"863","Jake Neighbours","STL","L","43","477.13333333333","5","3","1","2","8","57.14","49","10.20","4.49","78","63","50","24","4","5","24","9","7","2","0","8","3","13","62","63","21","4","9","30.77"
"937","Juraj Slafkovsky","MTL","L","39","421.03333333333","3","5","1","4","8","80.00","35","8.57","3.23","74","51","39","14","2","7","29","9","7","1","1","5","12","12","50","44","24","5","5","50.00"
